id,type,code,latin,persian,description,parent_id,is_active,is_default
d4e98803-528b-45d2-9807-3a367722e55e,ENUM_TYPE,INT,Internal,داخلی,اسناد مخصوص استفاده داخلی سازمان که خارج از سازمان منتشر نمی‌شود,aae08e80-f863-4f23-b905-1f99407089ed,true,false
78945d9a-9430-482a-9d6b-3f65e81f342a,ENUM_TYPE,RES,Restricted,محدود,اسناد قابل دسترسی فقط برای واحدها، نقش‌ها یا افراد مشخص,aae08e80-f863-4f23-b905-1f99407089ed,true,false
8884dbc9-4753-45e7-9ea0-87c4ba8ab59a,ENUM_TYPE,CON,Confidential,محرمانه,اسناد حساس که افشای آن‌ها می‌تواند به سازمان آسیب وارد کند,aae08e80-f863-4f23-b905-1f99407089ed,true,false
9346a41a-5b62-4ab8-91f5-a7cc960a1201,ENUM_TYPE,SCR,Secret,خیلی محرمانه,اسناد بسیار حساس با دسترسی محدود در سطح مدیران ارشد,aae08e80-f863-4f23-b905-1f99407089ed,true,false
b8d0e9c7-f4b1-4f69-b8f3-94e06ce6de20,ENUM_TYPE,TOP,Top Secret,به‌کلی سری,بالاترین سطح طبقه‌بندی؛ افشای آن باعث خسارت جدی و راهبردی می‌شود,aae08e80-f863-4f23-b905-1f99407089ed,true,false
b7a6db49-c69a-4bd3-96d0-9504262bb1d5,ENUM_TYPE,LEG,Legal Privileged,حقوقی,اسناد حاوی اطلاعات حقوقی یا وکالتی با محدودیت قانونی در دسترسی,aae08e80-f863-4f23-b905-1f99407089ed,true,false
c95c4442-93a2-44aa-95e1-17cdcc053886,ENUM_TYPE,PER,Personal Data,حاوی داده‌های شخصی,اسناد دارای اطلاعات شخصی تحت قوانین حفاظت داده,aae08e80-f863-4f23-b905-1f99407089ed,true,false
9fe60088-cd66-479a-b201-8ee038b4dd2c,ENUM_TYPE,FIN,Sensitive Financial,مالی حساس,اسناد مالی محرمانه مانند گزارش‌های حسابرسی و بودجه‌های خاص,aae08e80-f863-4f23-b905-1f99407089ed,true,false
c6fd8e8a-9bcc-4d50-b722-56abd2736d19,ENUM_TYPE,SEC,Security Classified,امنیتی,اسناد مرتبط با امنیت سازمان، زیرساخت یا عملیات حساس,aae08e80-f863-4f23-b905-1f99407089ed,true,false
d958f5fb-abef-4d06-ba5f-2b59b13bb668,ENUM_TYPE,ENUM_COMMITTEE_LEVEL,سطح جلسه یا کمیسیون,سطح جلسه یا کمیسیون,Parent category for سطح جلسه یا کمیسیون,,true,false
995cc03a-68b9-40c5-a0fc-f8b0eb005e37,ENUM_TYPE,SUP,Supreme,عالی,"بالاترین سطح کمیسیون برای معاملات راهبردی و ملی (ارزش بالای ۵۰,۰۰۰ میلیارد تومان، مشارکت‌های بین‌المللی کلان). مصوبات نیاز به تأیید هیئت مدیره یا نهادهای بالادستی (وزارت صمت، ایمیدرو) دارد.",d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
e5e38470-8c94-4356-8553-ee23e2da0d9f,ENUM_TYPE,MAIN,Main,اصلی,"سطح اصلی برای معاملات عمده (۲,۰۰۰ تا ۵۰,۰۰۰ میلیارد تومان) و قراردادهای چارچوب بزرگ در سطح شرکت. اختیارات گسترده در محدوده مصوب دارد و می‌تواند برخی اختیارات را به کمیسیون منطقه‌ای یا عادی تفویض کند.",d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
edf643ca-a14b-46e3-a602-c7d129fa7e55,ENUM_TYPE,REG,Regional,منطقه‌ای,"سطح مختص معاملات در یک منطقه یا مجتمع مشخص (مانند مجتمع مس سرچشمه، خاتون‌آباد، میدوک). برای معاملات با ارزش متوسط تا نسبتاً بالا (۵۰۰ تا ۵,۰۰۰ میلیارد تومان) که نیاز به تصمیم‌گیری سریع‌تر و بومی‌تر دارد. اختیارات تفویضی از کمیسیون اصلی.",d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
7a48cacc-87f3-4fe2-be8a-82d59835947c,ENUM_TYPE,NORM,Normal,عادی,"سطح عادی برای معاملات متوسط (۵۰۰ تا ۲,۰۰۰ میلیارد) و جزئی (کمتر از ۵۰۰ میلیارد) در سطح واحد یا کارخانه. حد نصاب ۳ عضو و رأی با اکثریت ساده.",d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
949e05bd-e717-4201-aa3f-08710b6c657a,ENUM_TYPE,TECH,Technical,فنی و ارزیابی,سطح تخصصی و مشورتی برای ارزیابی فنی پیشنهادات، تعیین صلاحیت پیمانکاران و تطابق با مشخصات. بدون قدرت تصویب مالی؛ نتایج به کمیسیون اصلی، منطقه‌ای یا عادی ارجاع می‌شود. رأی به صورت اجماع.,d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
e04dbb81-268f-4aa8-b5c2-09ce771ab9e5,ENUM_TYPE,SPEC,Special,ویژه,برای موارد استثنایی مانند خرید انحصاری (SOS)، ترک تشریفات اضطراری (EMG)، یا تجدیدنظر در نتایج مناقصه پیش از انعقاد قرارداد. نیاز به تأیید ویژه کمیسیون عالی یا هیئت مدیره دارد.,d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
1c96cb7f-209d-4335-91f7-f2f19f038fa0,ENUM_TYPE,APL,Appeal,استیناف / شکایات,برای رسیدگی به اعتراضات مناقصه‌گران و مزایده‌گران پس از اعلام برنده. رأی این کمیسیون قطعی و لازمالاجراست و قابل اعتراض در مراجع دیگر نیست (به جز موارد خاص).,d958f5fb-abef-4d06-ba5f-2b59b13bb668,true,false
c4ca1666-822a-4b75-8f6c-efdefa2a200e,ENUM_TYPE,ENUM_SUBSTITUTION_REASON,دلایل جانشینی,دلایل جانشینی,Parent category for دلایل جانشینی,,true,false
53964580-83ee-4d34-96e5-a49cabd250d6,ENUM_TYPE,ABS,Absence,غیبت,عضو اصلی در جلسه حاضر نشده و جانشین برای تأمین حضور منصوب می‌شود.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
99fd4449-9c2c-4a6e-ac17-b552e50c4415,ENUM_TYPE,LEV,Leave,مرخصی,عضو اصلی در مرخصی رسمی است و قادر به شرکت در جلسه نیست.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
4af19bca-ab7f-4288-9373-50c23a5e7519,ENUM_TYPE,MIS,Official Mission,مأموریت,عضو اصلی در مأموریت یا سفر کاری سازمان حضور دارد.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
d5f9ca03-6361-45f3-b9ef-a3c5fefe68fd,ENUM_TYPE,SIC,Sickness,بیماری,عضو اصلی به دلیل بیماری یا محدودیت پزشکی امکان حضور ندارد.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
28f6ccf7-2b14-4e83-9f1e-63c722e80551,ENUM_TYPE,COI,Conflict of Interest,تعارض منافع,عضو اصلی به دلیل تضاد منافع در موضوع جلسه نمی‌تواند در بررسی یا رأی‌گیری شرکت کند.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
e2540e52-6fec-4b1a-8d94-ce55797cfe18,ENUM_TYPE,LEG,Legal Restriction,منع قانونی,وجود مانع یا محدودیت قانونی برای شرکت عضو اصلی در جلسه.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
980ffad1-1267-4519-807b-6c14f35639ef,ENUM_TYPE,VAC,Position Vacancy,خالی بودن پست,سمت مربوطه موقتاً بدون متصدی است و جانشین جایگزین می‌شود.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
9189bd22-480e-4426-b526-73f5bd2d2b04,ENUM_TYPE,PAR,Parallel Commitment,تداخل جلسه یا تعهد دیگر,عضو اصلی به دلیل هم‌زمانی با جلسه یا تعهد سازمانی دیگر قادر به حضور نیست.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
7d2ddf10-740c-4855-b9e0-98d4fbffba4c,ENUM_TYPE,MGO,Management Order,دستور مقام مافوق,جانشینی طبق دستور رسمی مدیر یا مقام بالادستی انجام شده است.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
09b9fca0-0bd7-4693-b295-6c5e1aea6717,ENUM_TYPE,DEL,Formal Delegation,تفویض رسمی اختیار,عضو اصلی اختیار حضور یا تصمیم‌گیری را به‌صورت رسمی و کتبی تفویض کرده است.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
bed4c897-9c9c-4c79-aa2f-11586b1b0d97,ENUM_TYPE,OTH,Other,سایر,سایر دلایلی که در دسته‌بندی‌های فوق قرار نمی‌گیرد.,c4ca1666-822a-4b75-8f6c-efdefa2a200e,true,false
ad78e076-7464-4197-ace5-6361c40c45fa,ENUM_TYPE,ENUM_POSITION_TYPE,دسته بندی سمت‌های / نقش در جلسه,دسته بندی سمت‌های / نقش در جلسه,Parent category for دسته بندی سمت‌های / نقش در جلسه,,true,false
65e3d9f7-dda1-40ed-969f-37de65687485,ENUM_TYPE,CHM,Chairman,رئیس,رهبری جلسات، تعیین دستور جلسه، تأیید نهایی مصوبات، امضای صورت‌جلسات,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
da26a197-4356-40e5-af3f-18e14c51f1ac,ENUM_TYPE,VCH,Vice Chairman,نایب‌رئیس,جانشینی رئیس در غیاب او، هماهنگی بین اعضا، پیگیری مصوبات,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
28684608-2e63-49dc-9bcf-de5454e80ede,ENUM_TYPE,SEC,Secretary,دبیر,تهیه صورت‌جلسات، ابلاغ مصوبات، بایگانی اسناد، دعوت از اعضا,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
93e18bfb-f1d2-4b48-9970-223d29af1227,ENUM_TYPE,EXP,Technical Expert,کارشناس خبره (مشاور فنی),ارائه نظر فنی تخصصی (بدون حق رأی در برخی موارد)، تحلیل گزارش‌ها,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
e093f9a9-3d9f-481b-9778-c0543e99e7fe,ENUM_TYPE,MEM,Member,عضو اصلی,حق رأی، حضور در جلسات، بررسی موضوعات، پیشنهاد تصمیمات,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
20df2540-847d-4b57-a562-8b920173a8d5,ENUM_TYPE,OBS,Observer,ناظر (عضو بدون رأی),نماینده واحدهای پشتیبان (مالی، حقوقی، HSE) برای نظارت فرآیندی,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
294bc4da-8fdd-4624-aabe-7445c43ccf91,ENUM_TYPE,RPT,Reporter / Task Leader,گزارش‌کار (رئیس کارگروه),تهیه گزارش تخصصی برای یک موضوع خاص، ارائه به کمیسیون,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
520e4632-c713-4552-895f-44832a7ba664,ENUM_TYPE,INT,Implementing Representative,نماینده واحد اجرایی,مسئول اجرای مصوبات کمیسیون در واحد مربوطه,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
1d509f6d-f63b-4eb6-9974-df7fc74c411a,ENUM_TYPE,AUD,Internal Auditor,عضو ناظر (بازرس داخلی),نظارت بر انطباق مصوبات با مقررات و آیین‌نامه‌ها,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
0bc18885-e192-45db-a83d-6581f0334e12,ENUM_TYPE,ALT,Alternate Member,عضو علی‌البدل,جایگزین عضو اصلی در غیاب وی با کلیه اختیارات,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
333c4ba5-be56-4936-9a5c-5287249f562d,ENUM_TYPE,LGL,Legal Advisor,مشاور حقوقی,ارائه نظر حقوقی در خصوص قراردادها، مقررات، انطباق قوانین (بدون حق رأی),ad78e076-7464-4197-ace5-6361c40c45fa,true,false
32bede09-2852-49d6-8193-64d710bebab5,ENUM_TYPE,FIN,Financial Representative,نماینده مالی,بررسی تأمین اعتبار مصوبات، نظارت بر هزینه‌ها، تخصیص بودجه (بدون حق رأی),ad78e076-7464-4197-ace5-6361c40c45fa,true,false
fa907fbc-b1f3-4b77-97f9-a89e3d95871c,ENUM_TYPE,COR,Executive Coordinator,هماهنگ‌کننده اجرایی,پیگیری مصوبات بین جلسات، ارتباط با واحدهای اجرایی، تهیه گزارش پیشرفت (با حق رأی یا بدون رأی بنا به تشخیص سازمان),ad78e076-7464-4197-ace5-6361c40c45fa,true,false
40f12bba-8940-4c06-9f76-9e117cfcd32a,ENUM_TYPE,INSP,Inspection Representative,نماینده نهاد بازرسی,نماینده رسمی بازرسی داخلی یا حسابرسی مستقل. بدون حق رأی، با اختیار بازبینی مستندات، انطباق‌سنجی مصوبات با ضوابط، و ارائه گزارش تخلف به مراجع بالاتر.,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
aa9473a8-6645-45b8-89f3-2f2a0c375dca,ENUM_TYPE,GUS,Guest,مهمان,شخص حقیقی (داخلی یا خارجی) که برای یک یا چند جلسه مشخص جهت ارائه گزارش، توضیح فنی یا پاسخ به سوالات دعوت می‌شود. بدون حق رأی، و حضور او موقتی است.,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
b30a6c7a-e2a5-4a13-8e26-ce24f6c12059,ENUM_TYPE,INV,Invitee,مدعو,شخص حقیقی (داخلی یا خارجی) که برای یک یا چند جلسه مشخص جهت ارائه گزارش، توضیح فنی یا پاسخ به سوالات دعوت می‌شود. بدون حق رأی، و حضور او موقتی است.,ad78e076-7464-4197-ace5-6361c40c45fa,true,false
408108c2-e812-428f-af6f-a428bd8cb061,ENUM_TYPE,ENUM_EXTENSION_REASON,Extension Reasons,دلایل تمدید / تجدید معامله,Parent category for all extension/renewal reasons,,true,false
a217eb1b-b416-4868-a030-5f994e21b172,ENUM_TYPE,ENUM_EXT_REASON_DEADLINE,تمدید مهلت دریافت پیشنهاد,تمدید مهلت دریافت پیشنهاد,Sub-category of دلایل تمدید / تجدید معامله,408108c2-e812-428f-af6f-a428bd8cb061,true,false
a4179843-12e2-4dd0-98e3-f4efa3f846a4,ENUM_TYPE,LP,Low Participation,کمبود تعداد مناقصه‌گران,تعداد پیشنهاد دهندگان کمتر از حد نصاب,a217eb1b-b416-4868-a030-5f994e21b172,true,false
e01b86e5-899d-45a7-a148-276f44836485,ENUM_TYPE,FER,Frequent Extension Requests,درخواست‌های مکرر تمدید,درخواست رسمی چند متقاضی برای تمدید,a217eb1b-b416-4868-a030-5f994e21b172,true,false
6180a4ea-00cb-4aa3-93f6-e22160654319,ENUM_TYPE,TDA,Tender Document Amendment,اصلاح اسناد مناقصه,اصلاح فنی/حقوقی اسناد,a217eb1b-b416-4868-a030-5f994e21b172,true,false
fb2cad72-12af-4cd9-99a5-4662aa6db5d7,ENUM_TYPE,WDA,Widespread Document Ambiguity,ابهام گسترده در اسناد,نیاز به شفاف‌سازی اسناد,a217eb1b-b416-4868-a030-5f994e21b172,true,false
8e94641a-faa2-4d47-9346-dd08866d26a1,ENUM_TYPE,FME,Force Majeure Events,شرایط قهری,حوادث غیرمترقبه,a217eb1b-b416-4868-a030-5f994e21b172,true,false
ab7427d4-f87e-4df5-8cc4-7a2178839216,ENUM_TYPE,UBE,Updated Budget Estimation,به‌روزرسانی برآورد,اصلاح برآورد مالی,a217eb1b-b416-4868-a030-5f994e21b172,true,false
5be18031-4f83-47f9-8037-3990d2ae8ded,ENUM_TYPE,PTI,Procurement Technical Issue,اختلال فنی سامانه,مشکل سامانه تدارکات,a217eb1b-b416-4868-a030-5f994e21b172,true,false
6549cb79-adde-43f7-bb72-05949a301769,ENUM_TYPE,MSC,Major Scope Change,تغییر عمده دامنه,تغییر اساسی در دامنه کار,a217eb1b-b416-4868-a030-5f994e21b172,true,false
9715b3e5-f6d4-418f-ad68-e1b21d2c3fb6,ENUM_TYPE,RBR,Regulatory Body Request,درخواست نهاد ناظر,درخواست رسمی نهاد نظارتی,a217eb1b-b416-4868-a030-5f994e21b172,true,false
24a44cd7-7ed9-4622-8032-463f03d9d096,ENUM_TYPE,IDA,Incomplete Document Access,دسترسی ناقص به اسناد,عدم دسترسی کامل متقاضیان,a217eb1b-b416-4868-a030-5f994e21b172,true,false
d40d7b6b-fa1c-44e3-9640-cf1b830d37db,ENUM_TYPE,ENUM_EXT_REASON_VALIDITY,تمدید اعتبار پیشنهادها,تمدید اعتبار پیشنهادها,Sub-category of دلایل تمدید / تجدید معامله,408108c2-e812-428f-af6f-a428bd8cb061,true,false
ae678c95-d7fb-43be-93a2-47f368b11203,ENUM_TYPE,EEP,Extended Evaluation Period,طولانی شدن ارزیابی,زمان‌بر شدن بررسی فنی/مالی,d40d7b6b-fa1c-44e3-9640-cf1b830d37db,true,false
9c45866c-d9ff-4ec7-ad13-43343bdf70cf,ENUM_TYPE,NWW,Negotiation with Winner,مذاکره با برنده,مذاکره برای نهایی‌سازی,d40d7b6b-fa1c-44e3-9640-cf1b830d37db,true,false
5ee9c8cb-194f-48c4-aaaf-46172e79da76,ENUM_TYPE,AFA,Awaiting Fund Allocation,انتظار تخصیص اعتبار,تأخیر در تأمین اعتبار,d40d7b6b-fa1c-44e3-9640-cf1b830d37db,true,false
9e6ca6b1-283f-4632-b3b1-77e5ba4b3d24,ENUM_TYPE,HOD,High-level Organizational Decision,تصمیم‌گیری سطح عالی,تصمیم در سطح مدیریت ارشد,d40d7b6b-fa1c-44e3-9640-cf1b830d37db,true,false
98bac02d-4eb1-457b-813c-7fc01d7c3468,ENUM_TYPE,HCA,Handling Complaints / Appeals,رسیدگی به اعتراضات,بررسی اعتراضات قانونی,d40d7b6b-fa1c-44e3-9640-cf1b830d37db,true,false
2b5b06d0-8c7e-48fa-9409-20a2431a583e,ENUM_TYPE,ENUM_EXT_REASON_RETENDER,تجدید کلی مناقصه,تجدید کلی مناقصه,Sub-category of دلایل تمدید / تجدید معامله,408108c2-e812-428f-af6f-a428bd8cb061,true,false
43ac14a0-322b-443d-b5e1-961f8ba00862,ENUM_TYPE,IB,Insufficient Bids,پیشنهادهای ناکافی,کمتر از حد نصاب,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
e54b8f12-d9bc-4669-971a-25e6de836525,ENUM_TYPE,UBP,Unsuitable Bid Prices,قیمت‌های نامناسب,بالاتر از برآورد,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
42dda966-d012-41b0-a95c-fcd93ed4eaad,ENUM_TYPE,MBW,Multiple Bidder Withdrawals,انصراف برندگان,انصراف برنده/برندگان,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
7404b940-3898-4cd8-bfef-430fe69a0255,ENUM_TYPE,DNV,Determination of Non-Value,عدم صرفه و صلاح,تشخیص عدم توجیه,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
60ca6f2c-05db-4f9e-b56b-4b747e69dec1,ENUM_TYPE,TAS,Tender Annulment by Supervisor,ابطال توسط ناظر,دستور مقام ناظر,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
6009cf44-5ed5-4041-ad11-2c8f78652186,ENUM_TYPE,FCT,Fundamental Change in Technology,تغییر بنیادین نیاز/تکنولوژی,تغییر اساسی نیاز,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
e5b68411-3fbd-4a0b-9329-20d93022f483,ENUM_TYPE,NCB,Non-Conforming Bids,عدم انطباق پیشنهادها,عدم تطابق با الزامات,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
172e9270-a289-4843-b111-faefa53813d6,ENUM_TYPE,UPD,Unsuitable Procurement Documents,نامناسب بودن اسناد,نقص اسناد,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
8e168c6f-6da1-44a3-aabd-0f8be83b6149,ENUM_TYPE,NER,Non-acceptance of Evaluation Results,عدم پذیرش نتایج,رد نتایج توسط کارفرما,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
d2a58217-a4e8-4c73-bc5e-738528163e2e,ENUM_TYPE,EBV,Expired Bid Validity,انقضای اعتبار پیشنهادها,پایان اعتبار همه پیشنهادها,2b5b06d0-8c7e-48fa-9409-20a2431a583e,true,false
ab8a5c9a-2ec2-476d-aae7-8c472ae8fae8,ENUM_TYPE,ENUM_EXT_REASON_GOVERNANCE,حاکمیتی / کنترلی,حاکمیتی / کنترلی,Sub-category of دلایل تمدید / تجدید معامله,408108c2-e812-428f-af6f-a428bd8cb061,true,false
37bd6f1d-333d-4834-82eb-ca3786a271c2,ENUM_TYPE,SCA,Special Commission Approval,نیاز به مصوبه خاص,مصوبه کمیسیون ویژه,ab8a5c9a-2ec2-476d-aae7-8c472ae8fae8,true,false
0812cd20-918c-4c0f-b25c-c3289008f560,ENUM_TYPE,NLF,Non-Legal Formalities,عدم رعایت تشریفات,نقص تشریفات قانونی,ab8a5c9a-2ec2-476d-aae7-8c472ae8fae8,true,false
6be5aace-72f9-4652-bd56-9d13637b6762,ENUM_TYPE,JCO,Judicial Court Order,دستور قضایی,حکم یا دستور قضایی,ab8a5c9a-2ec2-476d-aae7-8c472ae8fae8,true,false
f936bf14-b3ef-4bad-829a-68ba481a92d2,ENUM_TYPE,ENUM_METHOD_SELECTION_REASON,انواع دلایل انتخاب روش نوع معامله,انواع دلایل انتخاب روش نوع معامله,Parent category for انواع دلایل انتخاب روش نوع معامله,,true,false
aec15377-0a28-4710-8bd1-5f340aeac48f,ENUM_TYPE,FIN,Financial & Value Factors,عوامل مالی و ارزشی,دسته‌بندی: عواملی که بر اساس مبلغ، ارز و نصاب معامله تعیین کننده نوع روش برگزاری هستند.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
bc182707-2d8c-4a26-b2f9-c6fe67150fd0,ENUM_TYPE,FIN-VALTHR,Value Above Legal Threshold,ارزش معامله بالاتر از نصاب قانونی,تأثیر: الزام به مناقصه عمومی (معمولاً دو مرحله‌ای). مستند: ماده ۴ قانون برگزاری مناقصات.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
1cac79af-1809-4e38-9642-936bce74f46e,ENUM_TYPE,FIN-MEDTHR,Medium Value Threshold,ارزش معامله در نصاب متوسط,تأثیر: مناقصه عمومی یک مرحله‌ای یا محدود. مستند: آیین‌نامه ماده ۵۳.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
8da7cac8-c0d2-46b0-8569-2a87a4444879,ENUM_TYPE,FIN-BELTHR,Below Threshold Value,ارزش معامله پایین‌تر از نصاب,تأثیر: استعلام بها (RFQ) یا خرید مستقیم. مستند: ماده ۳ آیین‌نامه معاملات دولتی.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
f4c5a9f0-24af-4698-982f-d69089a3ae1d,ENUM_TYPE,FIN-MULCUR,Multi-Currency / Forex Transaction,معامله ارزی (چند ارزی),تأثیر: مناقصه بین‌المللی عمومی یا محدود با مجوز بانک مرکزی. مستند: قوانین پولی و بانکی.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
18031a77-7e8a-40ef-b519-f4b842a60589,ENUM_TYPE,TEC,Technical & Specialization Factors,عوامل فنی و تخصصی,دسته‌بندی: عواملی که بر اساس ماهیت فنی، نیاز به طراحی یا صلاحیت خاص تعیین می‌شوند.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
c51c7cac-1c5c-4194-8042-80cf3ad233ca,ENUM_TYPE,TEC-NEEDDES,Need for Design / Engineering,نیاز به طراحی و مهندسی,تأثیر: مناقصه دو مرحله‌ای. مستند: ماده ۴ قانون برگزاری مناقصات.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
b245c344-ce04-4ef4-8874-b07e7fa9ff2a,ENUM_TYPE,TEC-STDSPEC,Standard Specifications,کالا یا خدمات دارای مشخصات فنی استاندارد,تأثیر: مناقصه یک مرحله‌ای یا استعلام بها. مستند: ماده ۱۱.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
80625c1b-d342-42f2-a8c3-7089103d9d29,ENUM_TYPE,TEC-SPECQLF,Special Technical Qualification,نیاز به صلاحیت فنی خاص (رتبه پیمانکاری و ...),تأثیر: مناقصه دو مرحله‌ای با ارزیابی کیفی. مستند: آیین‌نامه ارزیابی کیفی.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
8b10ded4-28c1-496d-b460-8dbdcb3a35c1,ENUM_TYPE,TEC-EPC,EPC / EP / Turnkey Projects,پروژه‌های EPC، EP، یا طراحی و ساخت (Turnkey),تأثیر: مناقصه دو مرحله‌ای یا مذاکره رقابتی. مستند: FIDIC، نشریه ۴۳۱۱.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
b6acc53a-7413-4460-a300-65b8156fb1d4,ENUM_TYPE,TEC-CONSULT,Consulting Services,نیاز به خدمات مشاوره (مهندسی، برنامه‌ریزی، نظارت),تأثیر: مناقصه دو مرحله‌ای با تمرکز بر کیفیت. مستند: شیوه‌نامه انتخاب مشاور.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
37322550-eba6-4419-862e-861c26deab07,ENUM_TYPE,LEG,Legal & Regulatory Factors,عوامل حقوقی و مقرراتی,دسته‌بندی: عواملی که ناشی از قوانین، مقررات یا وضعیت حقوقی طرفین است.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
5d1766a8-682a-46d7-a86b-5c99b09133f9,ENUM_TYPE,LEG-SOLE,Legal Monopoly / Sole Source,وجود انحصار قانونی یا انحصار منبع (Sole Source),تأثیر: ترک تشریفات مناقصه. مستند: ماده ۲۱ بند «ب».,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
4a4ca9f2-a5f5-45ad-b5c6-325f0728e1a6,ENUM_TYPE,LEG-GOVT,Transactions with Government & Public Entities,معاملات با شرکت‌های دولتی و عمومی,تأثیر: در موارد خاص معاف از مناقصه. مستند: ماده ۲۱ بند «پ».,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
8fa1ec83-639c-4a87-aba4-32ba62c79cd5,ENUM_TYPE,LEG-INTAGR,Under Specific International Agreements,معاملات در چارچوب موافقتنامه‌های بین‌المللی خاص,تأثیر: معافیت از تشریفات داخلی. مستند: ماده ۲۱ بند «الف».,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
3138a29b-e149-4533-a194-863c3842936b,ENUM_TYPE,LEG-REGIND,Special Regulated Industries,معاملات در حوزه شرکت‌های مشمول ماده ۱۱۹ قانون تجارت,تأثیر: تابع آیین‌نامه معاملاتی خاص. مستند: ماده ۱۱۹ قانون تجارت.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
ae44f68e-c108-4658-8bda-1dd8a29d332e,ENUM_TYPE,LEG-RENEW,Renewal / Extension,تکرار معامله با همان تأمین‌کننده (تمدید قرارداد),تأثیر: تمدید تا سقف ۳۰٪ یا یک سال. مستند: تبصره ماده ۲۱.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
5d78b96e-56c4-4b52-a5e4-498012c03a28,ENUM_TYPE,OPE,Operational & Execution Factors,عوامل عملیاتی و اجرایی,دسته‌بندی: عواملی که ناشی از نحوه ارائه خدمات، تکرارپذیری یا نیازهای اجرایی است.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
5b728d53-8dc9-4bc0-81de-05cd4c24c840,ENUM_TYPE,OPE-RECUR,Recurring / Ongoing Services,معاملات تکراری با ماهیت مستمر,تأثیر: فراخوان برای قرارداد چارچوب (Framework) + Call-off. مستند: رویه سازمان برنامه.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
5d55b80f-acf0-4cbe-a5f2-aa781e0444e1,ENUM_TYPE,OPE-VOLCON,High Volume Consumables,خرید قطعات یدکی، لوازم مصرفی با حجم بالا,تأثیر: استعلام بها یا مناقصه محدود. مستند: عرف تجاری.,f936bf14-b3ef-4bad-829a-68ba481a92d2,true,false
